"city_code","covid.fed.ICUbeds.per100K","covid.fed.ICUbeds.cost.percapita"
2200509,0,0
2200608,0,0
2200707,0,0
2200806,0,0
2200905,0,0
2200954,0,0
2201002,0,0
2201051,0,0
2201101,0,0
2201150,0,0
2201176,0,0
2201200,0,0
2201309,0,0
2201408,0,0
2201507,0,0
2201556,0,0
2201572,0,0
2201606,0,0
2201705,0,0
2201739,0,0
2201770,0,0
2201804,0,0
2201903,35.4512151888762,17.0165832906606
2201919,0,0
2201929,0,0
2201945,0,0
2201960,0,0
2201988,0,0
2202000,0,0
2202026,0,0
2202059,0,0
2202075,0,0
2202083,0,0
2202091,0,0
2202109,0,0
2202117,0,0
2202133,0,0
2202174,0,0
2202208,0,0
2202251,0,0
2202307,0,0
2202406,0,0
2202455,0,0
2202505,0,0
2202539,0,0
2202554,0,0
2202604,0,0
2202653,0,0
2202703,0,0
2202711,0,0
2202729,0,0
2202737,0,0
2202752,0,0
2202778,0,0
2202802,0,0
2202851,0,0
2202901,0,0
2203008,0,0
2203107,0,0
2203206,0,0
2203230,0,0
2203255,0,0
2203271,0,0
2203305,0,0
2203354,0,0
2203404,0,0
2203420,0,0
2203453,0,0
2203503,0,0
2203602,0,0
2203701,0,0
2203750,0,0
2203800,0,0
2203859,0,0
2203909,0,0
2204006,0,0
2204105,0,0
2204154,0,0
2204204,0,0
2204303,0,0
2204352,0,0
2204402,0,0
2204501,0,0
2204550,0,0
2204600,0,0
2204659,0,0
2204709,0,0
2204808,0,0
2204907,0,0
2205003,0,0
2205102,0,0
2205151,0,0
2205201,0,0
2205250,0,0
2205276,0,0
2205300,0,0
2205359,0,0
2205409,0,0
2205458,0,0
2205508,0,0
2205516,0,0
2205524,0,0
2205532,0,0
2205540,0,0
2205557,0,0
2205565,0,0
2205573,0,0
2205581,0,0
2205599,0,0
2205607,0,0
2205706,0,0
2205805,0,0
2205854,0,0
2205904,0,0
2205953,0,0
2206001,0,0
2206050,0,0
2206100,0,0
2206209,0,0
2206308,0,0
2206357,0,0
2206407,0,0
2206506,0,0
2206605,0,0
2206654,0,0
2206670,0,0
2206696,0,0
2206704,0,0
2206720,0,0
2206753,0,0
2206803,0,0
2206902,0,0
2206951,0,0
2207009,26.9650802211137,12.9432385061346
2207108,0,0
2207207,0,0
2207306,0,0
2207355,0,0
2207405,0,0
2207504,0,0
2207553,0,0
2207603,0,0
2207702,16.288555009708,9.3822076855918
2207751,0,0
2207777,0,0
2207793,0,0
2207801,0,0
2207850,0,0
2207900,0,0
2207934,0,0
2207959,0,0
2208007,25.5001211255753,24.4801162805523
2208106,0,0
2208205,0,0
2208304,0,0
2208403,23.5157634000658,11.2875664320316
2208502,0,0
2208551,0,0
2208601,0,0
2208650,0,0
2208700,0,0
2208809,0,0
2208858,0,0
2208874,0,0
2208908,0,0
2209005,0,0
2209104,0,0
2209153,0,0
2209203,0,0
2209302,0,0
2209351,0,0
2209377,0,0
2209401,0,0
2209450,0,0
2209500,0,0
2209559,0,0
2209609,0,0
2209658,0,0
2209708,0,0
2209757,0,0
2209807,0,0
2209856,0,0
2209872,0,0
2209906,0,0
2209955,0,0
2209971,0,0
2210003,0,0
2210052,0,0
2210102,0,0
2210201,0,0
2210300,0,0
2210359,0,0
2210375,0,0
2210383,0,0
2210391,0,0
2210409,0,0
2210508,0,0
2210607,43.0082862631534,20.6439774063136
2210623,0,0
2210631,0,0
2210656,0,0
2210706,0,0
2210805,0,0
2210904,0,0
2210938,0,0
2210953,0,0
2210979,0,0
2211001,24.0762606917605,12.6625003599919
2211100,0,0
2211209,0,0
2211308,0,0
2211357,0,0
2211407,0,0
2211506,0,0
2211605,0,0
2211704,0,0
2300101,0,0
2300150,0,0
2300200,0,0
2300309,0,0
2300408,0,0
2300507,0,0
2300606,0,0
2300705,0,0
2300754,0,0
2300804,0,0
2300903,0,0
2301000,0,0
2301109,0,0
2301208,0,0
2301257,0,0
2301307,0,0
2301406,0,0
2301505,0,0
2301604,0,0
2301703,0,0
2301802,0,0
2301851,0,0
2301901,48.9971908277259,39.1977526621807
2301950,0,0
2302008,0,0
2302057,0,0
2302107,0,0
2302206,0,0
2302305,0,0
2302404,0,0
2302503,20.0634003450905,16.3717346815938
2302602,0,0
2302701,0,0
2302800,0,0
2302909,0,0
2303006,0,0
2303105,0,0
2303204,0,0
2303303,0,0
2303402,0,0
2303501,0,0
2303600,0,0
2303659,0,0
2303709,5.4762713163861,2.62861023186533
2303808,0,0
2303907,0,0
2303931,0,0
2303956,0,0
2304004,0,0
2304103,26.6102529304541,19.159382109927
2304202,7.51704489930918,3.60818155166841
2304236,0,0
2304251,0,0
2304269,0,0
2304277,0,0
2304285,0,0
2304301,0,0
2304350,0,0
2304400,14.3675379995325,7.36094382069313
2304459,0,0
2304509,0,0
2304608,0,0
2304657,0,0
2304707,0,0
2304806,0,0
2304905,0,0
2304954,0,0
2305001,0,0
2305100,0,0
2305209,0,0
2305233,0,0
2305266,0,0
2305308,0,0
2305332,0,0
2305357,0,0
2305407,14.6709310172824,14.0840937765911
2305506,29.1053029862041,18.6273939111706
2305605,0,0
2305654,0,0
2305704,0,0
2305803,0,0
2305902,0,0
2306009,0,0
2306108,0,0
2306207,0,0
2306256,0,0
2306306,0,0
2306405,36.0045656853507,23.5331969756165
2306504,0,0
2306553,0,0
2306603,0,0
2306702,0,0
2306801,0,0
2306900,0,0
2307007,0,0
2307106,0,0
2307205,0,0
2307254,0,0
2307304,22.0803289607043,15.6372165754496
2307403,0,0
2307502,0,0
2307601,33.39455668726,32.0587744197696
2307635,0,0
2307650,8.71619207000846,4.18377219360406
2307700,3.83594433277584,1.8412532797324
2307809,0,0
2307908,0,0
2308005,0,0
2308104,0,0
2308203,0,0
2308302,0,0
2308351,0,0
2308377,0,0
2308401,0,0
2308500,0,0
2308609,0,0
2308708,0,0
2308807,0,0
2308906,0,0
2309003,0,0
2309102,0,0
2309201,0,0
2309300,0,0
2309409,0,0
2309458,0,0
2309508,0,0
2309607,0,0
2309706,0,0
2309805,0,0
2309904,0,0
2310001,0,0
2310100,0,0
2310209,0,0
2310258,0,0
2310308,0,0
2310407,0,0
2310506,0,0
2310605,0,0
2310704,0,0
2310803,0,0
2310852,0,0
2310902,0,0
2310951,0,0
2311009,0,0
2311108,0,0
2311207,0,0
2311231,0,0
2311264,0,0
2311306,0,0
2311355,0,0
2311405,63.5867837315659,53.9998532612683
2311504,0,0
2311603,17.1550126947094,8.23440609346051
2311702,0,0
2311801,0,0
2311900,0,0
2311959,0,0
2312007,0,0
2312106,0,0
2312205,0,0
2312304,0,0
2312403,0,0
2312502,0,0
2312601,0,0
2312700,0,0
2312809,0,0
2312908,40.3396120753069,26.1970186653758
2313005,0,0
2313104,0,0
2313203,0,0
2313252,0,0
2313302,33.8627205309675,24.3811587822966
2313351,0,0
2313401,27.4377098658165,23.8316108548806
2313500,0,0
2313559,0,0
2313609,0,0
2313708,0,0
2313757,0,0
2313807,0,0
2313906,0,0
2313955,0,0
2314003,0,0
2314102,0,0
2400109,0,0
2400208,0,0
2400307,0,0
2400406,0,0
2400505,0,0
2400604,0,0
2400703,0,0
2400802,0,0
2400901,0,0
2401008,13.9376707364665,6.69008195350393
2401107,0,0
2401206,0,0
2401305,0,0
2401404,0,0
2401453,0,0
2401503,0,0
2401602,0,0
2401651,0,0
2401701,0,0
2401800,0,0
2401859,0,0
2401909,0,0
2402006,43.8962293139019,28.0935867608972
2402105,0,0
2402204,0,0
2402303,0,0
2402402,0,0
2402501,0,0
2402600,0,0
2402709,0,0
2402808,0,0
2402907,0,0
2403004,0,0
2403103,11.134617525888,10.6892328248525
2403202,0,0
2403251,3.74481343339475,1.79751044802948
2403301,0,0
2403400,0,0
2403509,0,0
2403608,0,0
2403707,0,0
2403756,0,0
2403806,0,0
2403905,0,0
2404002,0,0
2404101,0,0
2404200,0,0
2404309,0,0
2404408,0,0
2404507,31.3224331266053,15.0347679007705
2404606,0,0
2404705,0,0
2404804,0,0
2404853,0,0
2404903,0,0
2405009,0,0
2405108,0,0
2405207,0,0
2405306,0,0
2405405,0,0
2405504,0,0
2405603,0,0
2405702,0,0
2405801,17.0648464163823,8.19112627986348
2405900,0,0
2406007,0,0
2406106,0,0
2406155,0,0
2406205,0,0
2406304,0,0
2406403,0,0
2406502,0,0
2406601,0,0
2406700,0,0
2406809,0,0
2406908,0,0
2407005,0,0
2407104,12.2218012490681,11.7329291991054
2407203,0,0
2407252,0,0
2407302,0,0
2407401,0,0
2407500,0,0
2407609,0,0
2407708,0,0
2407807,0,0
2407906,0,0
2408003,22.9527174021516,15.8074366804383
2408102,9.32081573982571,6.63013206360614
2408201,0,0
2408300,0,0
2408409,0,0
2408508,0,0
2408607,0,0
2408706,0,0
2408805,0,0
2408904,0,0
2408953,0,0
2409100,0,0
2409209,0,0
2409308,0,0
2409332,0,0
2409407,42.483660130719,31.3725490196078
2409506,0,0
2409605,0,0
2409704,0,0
2409803,0,0
2409902,0,0
2410009,0,0
2410108,0,0
2410207,0,0
2410256,0,0
2410306,0,0
2410405,0,0
2410504,0,0
2410603,0,0
2410702,0,0
2410801,0,0
2410900,0,0
2411007,0,0
2411056,0,0
2411106,0,0
2411205,12.5037511253376,6.00180054016205
2411403,0,0
2411429,0,0
2411502,24.7116968698517,23.7232289950577
2411601,0,0
2411700,0,0
2411809,0,0
2411908,0,0
2412005,9.64580600354966,4.62998688170383
2412104,0,0
2412203,0,0
2412302,0,0
2412401,0,0
2412500,0,0
2412559,0,0
2412609,33.8600451467269,16.2528216704289
2412708,0,0
2412807,0,0
2412906,0,0
2413003,0,0
2413102,0,0
2413201,0,0
2413300,0,0
2413359,0,0
2413409,0,0
2413508,0,0
2413557,0,0
2413607,0,0
2413706,0,0
2413805,0,0
2413904,0,0
2414001,0,0
2414100,0,0
2414159,0,0
2414209,0,0
2414308,0,0
2414407,0,0
2414456,0,0
2414506,0,0
2414605,0,0
2414704,0,0
2414753,0,0
2414803,0,0
2414902,0,0
2415008,0,0
2500106,0,0
2500205,0,0
2500304,0,0
2500403,0,0
2500502,0,0
2500536,0,0
2500577,0,0
2500601,0,0
2500700,0,0
2500734,0,0
2500775,0,0
2500809,0,0
2500908,0,0
2501005,0,0
2501104,0,0
2501153,0,0
2501203,0,0
2501302,0,0
2501351,0,0
2501401,0,0
2501500,0,0
2501534,0,0
2501575,0,0
2501609,0,0
2501708,0,0
2501807,0,0
2501906,0,0
2502003,0,0
2502052,0,0
2502102,0,0
2502151,0,0
2502201,0,0
2502300,0,0
2502409,0,0
2502508,0,0
2502607,0,0
2502706,0,0
2502805,0,0
2502904,0,0
2503001,0,0
2503100,0,0
2503209,0,0
2503308,0,0
2503407,0,0
2503506,0,0
2503555,0,0
2503605,0,0
2503704,17.6596188733163,12.3296248133699
2503753,0,0
2503803,0,0
2503902,0,0
2504009,14.327099830746,12.7049807312649
2504033,0,0
2504074,0,0
2504108,0,0
2504157,0,0
2504207,0,0
2504306,0,0
2504355,0,0
2504405,0,0
2504504,0,0
2504603,0,0
2504702,0,0
2504801,0,0
2504850,0,0
2504900,0,0
2505006,0,0
2505105,0,0
2505204,0,0
2505238,0,0
2505279,0,0
2505303,0,0
2505352,0,0
2505402,0,0
2505501,0,0
2505600,0,0
2505709,0,0
2505808,0,0
2505907,0,0
2506004,0,0
2506103,0,0
2506202,0,0
2506251,0,0
2506301,0,0
2506400,0,0
2506509,0,0
2506608,0,0
2506707,0,0
2506806,0,0
2506905,0,0
2507002,0,0
2507101,0,0
2507200,0,0
2507309,0,0
2507408,0,0
2507507,10.7643811520579,7.92649884833354
2507606,0,0
2507705,0,0
2507804,0,0
2507903,0,0
2508000,0,0
2508109,0,0
2508208,0,0
2508307,0,0
2508406,0,0
2508505,0,0
2508554,0,0
2508604,0,0
2508703,0,0
2508802,0,0
2508901,0,0
2509008,0,0
2509057,0,0
2509107,0,0
2509156,0,0
2509206,0,0
2509305,0,0
2509339,0,0
2509370,0,0
2509396,0,0
2509404,0,0
2509503,0,0
2509602,0,0
2509701,0,0
2509800,0,0
2509909,0,0
2510006,0,0
2510105,0,0
2510204,0,0
2510303,0,0
2510402,0,0
2510501,0,0
2510600,0,0
2510659,0,0
2510709,0,0
2510808,24.0313516711032,21.2954747116238
2510907,0,0
2511004,0,0
2511103,0,0
2511202,0,0
2511301,0,0
2511400,0,0
2511509,0,0
2511608,0,0
2511707,0,0
2511806,0,0
2511905,0,0
2512002,0,0
2512036,0,0
2512077,0,0
2512101,0,0
2512200,0,0
2512309,0,0
2512408,0,0
2512507,0,0
2512606,0,0
2512705,0,0
2512721,0,0
2512747,0,0
2512754,0,0
2512762,0,0
2512788,0,0
2512804,0,0
2512903,0,0
2513000,0,0
2513109,0,0
2513158,0,0
2513208,0,0
2513307,0,0
2513356,0,0
2513406,0,0
2513505,0,0
2513604,0,0
2513653,0,0
2513703,30.5790358866828,25.1621781010419
2513802,0,0
2513851,0,0
2513901,0,0
2513927,0,0
2513943,0,0
2513968,0,0
2513984,0,0
2514008,0,0
2514107,0,0
2514206,0,0
2514305,0,0
2514404,0,0
2514453,0,0
2514503,0,0
2514552,0,0
2514602,0,0
2514651,0,0
2514701,0,0
2514800,0,0
2514909,0,0
2515005,0,0
2515104,0,0
2515203,0,0
2515302,0,0
2515401,0,0
2515500,0,0
2515609,0,0
2515708,0,0
2515807,0,0
2515906,0,0
2515930,0,0
2515971,0,0
2516003,0,0
2516102,0,0
2516151,0,0
2516201,0,0
2516300,0,0
2516409,0,0
2516508,0,0
2516607,0,0
2516706,0,0
2516755,0,0
2516805,0,0
2516904,0,0
2517001,0,0
2517100,0,0
2517209,0,0
2517407,0,0
2600054,0,0
2600104,53.4702170890814,38.4985563041386
2600203,0,0
2600302,0,0
2600401,0,0
2600500,0,0
2600609,0,0
2600708,0,0
2600807,0,0
2600906,0,0
2601003,0,0
2601052,0,0
2601102,47.1342383107089,28.2805429864253
2601201,10.6920424474085,5.13218037475609
2601300,0,0
2601409,0,0
2601508,0,0
2601607,0,0
2601706,0,0
2601805,0,0
2601904,16.4257555847569,15.7687253613666
2602001,0,0
2602100,0,0
2602209,0,0
2602308,0,0
2602407,0,0
2602506,0,0
2602605,0,0
2602704,0,0
2602803,0,0
2602902,19.1438854429895,9.18906501263496
2603009,0,0
2603108,0,0
2603207,0,0
2603306,0,0
2603405,0,0
2603454,0,0
2603504,0,0
2603603,0,0
2603702,0,0
2603801,0,0
2603900,0,0
2603926,0,0
2604007,0,0
2604106,21.9011273605309,15.7688116995822
2604155,0,0
2604205,0,0
2604304,0,0
2604403,0,0
2604502,0,0
2604601,0,0
2604700,0,0
2604809,0,0
2604908,0,0
2605004,0,0
2605103,0,0
2605152,0,0
2605202,0,0
2605301,0,0
2605400,0,0
2605459,0,0
2605509,0,0
2605608,0,0
2605707,0,0
2605806,0,0
2605905,0,0
2606002,7.11353919915776,6.82899763119145
2606101,0,0
2606200,0,0
2606309,0,0
2606408,0,0
2606507,0,0
2606606,0,0
2606705,0,0
2606804,0,0
2606903,0,0
2607000,0,0
2607109,0,0
2607208,0,0
2607307,0,0
2607406,0,0
2607505,0,0
2607604,0,0
2607653,0,0
2607703,0,0
2607752,0,0
2607802,0,0
2607901,4.24407986226546,2.7162111118499
2607950,0,0
2608008,0,0
2608057,0,0
2608107,0,0
2608206,0,0
2608255,0,0
2608305,0,0
2608404,0,0
2608453,0,0
2608503,0,0
2608602,0,0
2608701,0,0
2608750,0,0
2608800,0,0
2608909,17.7942275525819,17.0824584504787
2609006,0,0
2609105,0,0
2609154,0,0
2609204,0,0
2609303,0,0
2609402,0,0
2609501,0,0
2609600,7.12259771313738,6.22718542920011
2609709,0,0
2609808,0,0
2609907,11.4336348954537,5.48814474981778
2610004,31.496062992126,15.1181102362205
2610103,0,0
2610202,0,0
2610301,0,0
2610400,0,0
2610509,0,0
2610608,0,0
2610707,0,0
2610806,0,0
2610905,0,0
2611002,0,0
2611101,11.8537919433727,9.07661783092541
2611200,0,0
2611309,0,0
2611408,0,0
2611507,0,0
2611533,0,0
